folio,genero,rango_edad,alcaldia,turno_simulado,sede_asignada_simulada,discapacidad,lengua_indigena,comunidad_indigena,acceso_internet,tiene_beca,estatus_registro
REG26-088427,Mujer,26-30,VENUSTIANO CARRANZA,Matutino,123_CO_VCA - CANDELARIA,No,Sí,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-088433,Mujer,51+,IZTAPALAPA,Matutino,215_IZ_IZP - APATLACO,Sí,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-088445,Hombre,41-45,IZTAPALAPA,Vespertino,112_IZ_IZP - TEPALCATES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088448,Mujer,16-20,CUAJIMALPA DE MORELOS,Vespertino,078_PT_CUM - BENITO JUÁREZ GARCÍA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088457,Hombre,31-35,COYOACÁN,Vespertino,106_SP_COY - TOPILTZIN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088472,Mujer,26-30,COYOACÁN,Matutino,021_SP_COY - EMILIANO ZAPATA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088481,Mujer,26-30,MIGUEL HIDALGO,Vespertino,178_PT_MIH - OTHÓN SALAZAR,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088499,Hombre,36-40,AZCAPOTZALCO,Vespertino,062_NT_AZC - XOCHINAHUAC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088502,Mujer,51+,IZTAPALAPA,Matutino,223_IZ_IZP - LA COMUNA IZTAPALAPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088511,Mujer,46-50,AZCAPOTZALCO,Vespertino,061_NT_AZC - LA NARANJA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088514,Hombre,36-40,ÁLVARO OBREGÓN,Matutino,127_PT_AOB - RÍO SAN BORJA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088538,Hombre,16-20,AZCAPOTZALCO,Vespertino,192_NT_AZC - RINI TEMPLETON,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088547,Hombre,36-40,XOCHIMILCO,Vespertino,187_SU_XOC - SAN LORENZO ATEMOAYA,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-088559,Hombre,31-35,GUSTAVO A. MADERO,Vespertino,055_NT_GAM - CENTENARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088577,Hombre,41-45,LA MAGDALENA CONTRERAS,Vespertino,017_SP_MAC - HUAYATLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088601,Hombre,46-50,COYOACÁN,Matutino,129_SP_COY - FRANCISCO J. MÚGICA,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-088622,Hombre,21-25,IZTAPALAPA,Vespertino,222_IZ_IZP - GUELATAO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088679,Mujer,31-35,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088685,Mujer,46-50,XOCHIMILCO,Matutino,155_SU_XOC - DOLORES OLMEDO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088700,Mujer,51+,XOCHIMILCO,Vespertino,187_SU_XOC - SAN LORENZO ATEMOAYA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088706,Hombre,31-35,IZTAPALAPA,Vespertino,222_IZ_IZP - GUELATAO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088736,Mujer,51+,COYOACÁN,Matutino,084_SP_COY - EL RELOJ,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088754,Hombre,26-30,IZTAPALAPA,Vespertino,074_IZ_IZP - ESCUADRÓN 201,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088757,Mujer,21-25,TLALPAN,Vespertino,241_SP_TLP - AMPARO OCHOA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088775,Mujer,46-50,IZTAPALAPA,Vespertino,112_IZ_IZP - TEPALCATES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088778,Mujer,51+,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088787,Mujer,31-35,GUSTAVO A. MADERO,Matutino,170_NT_GAM - TABLAS DE SAN AGUSTÍN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088811,Mujer,26-30,IZTAPALAPA,Vespertino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088817,Hombre,46-50,GUSTAVO A. MADERO,Matutino,296_NT_GAM - SAN FELIPE DE JESÚS II,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088823,Hombre,36-40,GUSTAVO A. MADERO,Vespertino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088826,Mujer,31-35,AZCAPOTZALCO,Vespertino,193_NT_AZC - VIRGILIO CABALLERO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-088847,Mujer,36-40,TLALPAN,Vespertino,150_SP_TLP - TOPILEJO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088865,Hombre,51+,IZTAPALAPA,Vespertino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088874,Mujer,26-30,MIGUEL HIDALGO,Vespertino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088877,Hombre,51+,IZTACALCO,Matutino,059_CO_IZT - ROJO GÓMEZ,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-088886,Hombre,41-45,IZTAPALAPA,Vespertino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-088892,Hombre,16-20,LA MAGDALENA CONTRERAS,Matutino,231_SP_MAC - LA HIGUERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088901,Mujer,41-45,TLAHUAC,Vespertino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088940,Mujer,51+,CUAUHTÉMOC,Matutino,071_CO_CUH - ENRIQUE CALDERÓN ALZATI,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088943,Hombre,26-30,TLALPAN,Matutino,245_SP_TLP - LOMAS DE CUILOTEPEC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088970,Mujer,31-35,XOCHIMILCO,Vespertino,025_SU_XOC - SAN GREGORIO ATLAPULCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-088982,Hombre,46-50,IZTAPALAPA,Vespertino,076_IZ_IZP - PURÍSIMA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-088991,Hombre,51+,XOCHIMILCO,Matutino,060_SU_XOC - 16 DE SEPTIEMBRE,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089009,Hombre,16-20,LA MAGDALENA CONTRERAS,Vespertino,232_SP_MAC - JUVENTINO ROSAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089021,Mujer,41-45,ÁLVARO OBREGÓN,Matutino,258_PT_AOB - PILOTO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-089024,Hombre,21-25,GUSTAVO A. MADERO,Vespertino,212_NT_GAM - VILLA DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089027,Hombre,51+,IZTAPALAPA,Vespertino,138_IZ_IZP - EL MOLINO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089030,Mujer,26-30,IZTAPALAPA,Matutino,226_IZ_IZP - SAN ANDRÉS TETEPILCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089033,Hombre,51+,CUAUHTÉMOC,Vespertino,093_CO_CUH - CHABACANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089042,Mujer,26-30,ÁLVARO OBREGÓN,Matutino,"043_PT_AOB - ÁRBOL DEL CONOCIMIENTO  BERTHA ""LA CHANECA"" MALDONADO",No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089045,Mujer,46-50,MIGUEL HIDALGO,Matutino,177_PT_MIH - CASA AMARILLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089054,Mujer,16-20,ÁLVARO OBREGÓN,Matutino,293_PT_AOB - TOLTECAS -JOSÉ ZAMARRIPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089057,Hombre,31-35,ÁLVARO OBREGÓN,Vespertino,105_PT_AOB - OLIVAR DEL CONDE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089063,Mujer,21-25,GUSTAVO A. MADERO,Vespertino,167_NT_GAM - REVOLUCIÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089066,Hombre,21-25,IZTACALCO,Matutino,010_CO_IZT - AGRÍCOLA PANTITLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089069,Mujer,21-25,GUSTAVO A. MADERO,Vespertino,211_NT_GAM - PROVIDENCIA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089099,Hombre,16-20,IZTAPALAPA,Matutino,217_IZ_IZP - LEYES DE REFORMA III SECCIÓN 2,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089111,Hombre,31-35,XOCHIMILCO,Vespertino,025_SU_XOC - SAN GREGORIO ATLAPULCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089114,Hombre,21-25,IZTAPALAPA,Vespertino,270_IZ_IZP - SAN JUAN JOYA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089117,Mujer,31-35,CUAUHTÉMOC,Matutino,014_CO_CUH - JACOBO ÁRBENZ,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-089120,Mujer,46-50,ÁLVARO OBREGÓN,Matutino,127_PT_AOB - RÍO SAN BORJA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089129,Hombre,21-25,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089141,Hombre,16-20,IZTAPALAPA,Vespertino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089153,Mujer,26-30,IZTAPALAPA,Matutino,026_IZ_IZP - FACUNDO CABRAL,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089162,Mujer,21-25,TLAHUAC,Matutino,145_SU_TLH - COCODRILO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089177,Hombre,26-30,GUSTAVO A. MADERO,Matutino,164_NT_GAM - RAÚL ÁLVAREZ GARÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089189,Mujer,36-40,IZTAPALAPA,Vespertino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089192,Hombre,21-25,IZTAPALAPA,Vespertino,228_IZ_IZP - URSULO GALVAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089204,Mujer,26-30,IZTAPALAPA,Matutino,141_IZ_IZP - TIERRA Y LIBERTAD,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089207,Hombre,26-30,GUSTAVO A. MADERO,Vespertino,055_NT_GAM - CENTENARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089210,Hombre,21-25,GUSTAVO A. MADERO,Matutino,069_NT_GAM - 100 METROS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089213,Mujer,36-40,LA MAGDALENA CONTRERAS,Matutino,230_SP_MAC - DEMETRIO VALLEJO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089222,Hombre,36-40,MILPA ALTA,Matutino,058_SU_MIA - SAN BARTOLOMÉ XICOMULCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089225,Hombre,46-50,IZTAPALAPA,Vespertino,269_IZ_IZP - JOSÉ REVUELTAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089231,Mujer,51+,GUSTAVO A. MADERO,Matutino,116_NT_GAM - EL VIVERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089234,Mujer,41-45,LA MAGDALENA CONTRERAS,Vespertino,082_SP_MAC - PARCELA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089237,Mujer,16-20,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089252,Hombre,26-30,LA MAGDALENA CONTRERAS,Matutino,229_SP_MAC - MAGDALENA ATLITIC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089255,Hombre,46-50,CUAUHTÉMOC,Vespertino,018_CO_CUH - ATLAMPA,No,No,No,Sí,Sí,Aceptado
REG26-089261,Hombre,41-45,IZTAPALAPA,Matutino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089318,Hombre,16-20,IZTAPALAPA,Vespertino,142_IZ_IZP - VALLE DE LUCES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089327,Mujer,26-30,IZTAPALAPA,Único,139_IZ_IZP - IXTLAHUACÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089330,Mujer,31-35,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089351,Mujer,31-35,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089354,Mujer,36-40,IZTAPALAPA,Matutino,218_IZ_IZP - CALMECAC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089357,Hombre,26-30,AZCAPOTZALCO,Matutino,095_NT_AZC - COLTONGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089363,Mujer,41-45,IZTAPALAPA,Vespertino,228_IZ_IZP - URSULO GALVAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089372,Hombre,16-20,TLAHUAC,Vespertino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089402,Hombre,16-20,XOCHIMILCO,Vespertino,187_SU_XOC - SAN LORENZO ATEMOAYA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089411,Mujer,16-20,IZTAPALAPA,Vespertino,112_IZ_IZP - TEPALCATES,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089420,Mujer,26-30,TLAHUAC,Vespertino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-089435,Mujer,41-45,TLAHUAC,Matutino,238_SU_TLH - SELENE,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089441,Mujer,16-20,XOCHIMILCO,Matutino,251_SU_XOC - MUYUGUARDA,No,No,Sí,Sí,Sí,Aceptado (pendiente de validación)
REG26-089453,Mujer,21-25,GUSTAVO A. MADERO,Vespertino,167_NT_GAM - REVOLUCIÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089462,Hombre,21-25,AZCAPOTZALCO,Vespertino,102_NT_AZC - PRO HOGAR,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089492,Mujer,26-30,IZTAPALAPA,Matutino,266_IZ_IZP - EJERCITO DE ORIENTE,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089495,Hombre,41-45,IZTAPALAPA,Vespertino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089510,Hombre,16-20,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089513,Mujer,26-30,TLAHUAC,Matutino,086_SU_TLH - MURCIÉLAGO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089522,Mujer,31-35,TLALPAN,Matutino,246_SP_TLP - TEPEXIMILPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089525,Hombre,31-35,IZTAPALAPA,Matutino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,Sí,Sí,No,No,Aceptado (pendiente de validación)
REG26-089537,Mujer,21-25,VENUSTIANO CARRANZA,Vespertino,279_CO_VCA - TEPITO MORELOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089540,Mujer,51+,AZCAPOTZALCO,Único,156_NT_AZC - FARO AZCAPOTZALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089546,Hombre,41-45,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089549,Hombre,31-35,TLAHUAC,Vespertino,045_SU_TLH - PAULO FREIRÉ,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089564,Mujer,16-20,CUAUHTÉMOC,Vespertino,013_CO_CUH - FRIDA KAHLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089582,Hombre,21-25,IZTAPALAPA,Vespertino,140_IZ_IZP - REPÚBLICA FEDERAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089588,Hombre,36-40,CUAUHTÉMOC,Matutino,056_CO_CUH - GLORIETA DE LOS INSURGENTES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089597,Mujer,21-25,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089609,Mujer,36-40,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089612,Hombre,41-45,AZCAPOTZALCO,Vespertino,192_NT_AZC - RINI TEMPLETON,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089621,Hombre,26-30,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089627,Hombre,16-20,GUSTAVO A. MADERO,Matutino,001_NT_GAM - RICHARD WAGNER,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089633,Mujer,26-30,GUSTAVO A. MADERO,Vespertino,135_NT_GAM - VASCO DE QUIROGA,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-089639,Hombre,16-20,LA MAGDALENA CONTRERAS,Vespertino,232_SP_MAC - JUVENTINO ROSAS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089654,Hombre,41-45,TLALPAN,Matutino,098_SP_TLP - LA JOYA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089657,Hombre,41-45,IZTAPALAPA,Vespertino,175_IZ_IZP - PLAZA DE LOS JÓVENES,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089660,Mujer,31-35,ÁLVARO OBREGÓN,Matutino,104_PT_AOB - BARRIO NORTE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089663,Hombre,31-35,ÁLVARO OBREGÓN,Vespertino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089696,Hombre,21-25,IZTAPALAPA,Matutino,287_IZ_IZP - ÁLVARO OBREGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089699,Hombre,36-40,AZCAPOTZALCO,Matutino,002_NT_AZC - XALLI,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-089711,Hombre,21-25,IZTAPALAPA,Único,139_IZ_IZP - IXTLAHUACÁN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089717,Mujer,26-30,IZTAPALAPA,Vespertino,222_IZ_IZP - GUELATAO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089729,Hombre,31-35,VENUSTIANO CARRANZA,Matutino,123_CO_VCA - CANDELARIA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089756,Mujer,21-25,IZTACALCO,Vespertino,301_CO_IZT - TLÁLOC,Sí,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089759,Mujer,31-35,TLALPAN,Vespertino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089765,Hombre,36-40,IZTAPALAPA,Vespertino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089774,Mujer,21-25,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089777,Mujer,36-40,AZCAPOTZALCO,Vespertino,193_NT_AZC - VIRGILIO CABALLERO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089780,Mujer,16-20,TLAHUAC,Vespertino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089795,Mujer,51+,ÁLVARO OBREGÓN,Matutino,005_PT_AOB - JALALPA TEPITO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089798,Mujer,41-45,TLAHUAC,Matutino,086_SU_TLH - MURCIÉLAGO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089801,Mujer,26-30,IZTAPALAPA,Vespertino,228_IZ_IZP - URSULO GALVAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089804,Hombre,36-40,IZTAPALAPA,Matutino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089816,Mujer,26-30,TLALPAN,Vespertino,277_SP_TLP - DAVID CERVANTES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089819,Hombre,26-30,IZTAPALAPA,Vespertino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089840,Mujer,26-30,GUSTAVO A. MADERO,Vespertino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089849,Mujer,41-45,XOCHIMILCO,Matutino,257_SU_XOC - SANTA CRUZ XOCHITEPEC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089870,Mujer,31-35,IZTAPALAPA,Vespertino,140_IZ_IZP - REPÚBLICA FEDERAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089873,Mujer,31-35,TLALPAN,Vespertino,150_SP_TLP - TOPILEJO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089876,Mujer,21-25,XOCHIMILCO,Matutino,252_SU_XOC - BODOQUEPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089882,Mujer,31-35,IZTAPALAPA,Matutino,215_IZ_IZP - APATLACO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089891,Hombre,46-50,MILPA ALTA,Vespertino,023_SU_MIA - SAN SALVADOR CUAUHTENCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089903,Hombre,16-20,GUSTAVO A. MADERO,Matutino,092_NT_GAM - EJIDOS SAN JUAN DE ARAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089909,Mujer,31-35,ÁLVARO OBREGÓN,Vespertino,105_PT_AOB - OLIVAR DEL CONDE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089912,Mujer,21-25,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089915,Hombre,31-35,IZTAPALAPA,Matutino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089921,Hombre,26-30,XOCHIMILCO,Vespertino,025_SU_XOC - SAN GREGORIO ATLAPULCO,No,No,No,Sí,No,Aceptado
REG26-089924,Mujer,31-35,IZTAPALAPA,Matutino,141_IZ_IZP - TIERRA Y LIBERTAD,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089930,Mujer,16-20,VENUSTIANO CARRANZA,Vespertino,186_CO_VCA - PARQUE VELÓDROMO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089933,Hombre,31-35,ÁLVARO OBREGÓN,Vespertino,105_PT_AOB - OLIVAR DEL CONDE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089936,Mujer,16-20,IZTAPALAPA,Matutino,100_IZ_IZP - CONSTITUCIÓN DE 1917,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-089945,Mujer,16-20,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-089951,Mujer,51+,XOCHIMILCO,Vespertino,187_SU_XOC - SAN LORENZO ATEMOAYA,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-089957,Hombre,36-40,GUSTAVO A. MADERO,Matutino,162_NT_GAM - ESTRELLA,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-089960,Hombre,51+,IZTAPALAPA,Matutino,RECLUSORIO PREVENTIVO VARONIL ORIENTE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-089990,Mujer,46-50,CUAUHTÉMOC,Matutino,056_CO_CUH - GLORIETA DE LOS INSURGENTES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090017,Hombre,16-20,AZCAPOTZALCO,Único,156_NT_AZC - FARO AZCAPOTZALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090020,Hombre,26-30,COYOACÁN,Único,262_SP_COY - ENRIQUE DUSSEL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090026,Mujer,21-25,TLALPAN,Vespertino,184_SP_TLP - SAN MIGUEL,No,No,No,Sí,No,Aceptado
REG26-090035,Mujer,41-45,TLALPAN,Vespertino,149_SP_TLP - CHICHICASPATL I,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-090038,Mujer,21-25,TLALPAN,Vespertino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090050,Mujer,41-45,XOCHIMILCO,Matutino,153_SU_XOC - ACUEXCOMATL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090068,Hombre,26-30,COYOACÁN,Vespertino,079_SP_COY - SANTA ANA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090071,Hombre,16-20,MILPA ALTA,Matutino,057_SU_MIA - SAN PEDRO ATOCPAN,No,No,No,Sí,No,Aceptado
REG26-090077,Mujer,21-25,IZTAPALAPA,Matutino,027_IZ_IZP - CERRO DE LA ESTRELLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090113,Mujer,26-30,GUSTAVO A. MADERO,Vespertino,055_NT_GAM - CENTENARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090119,Hombre,41-45,GUSTAVO A. MADERO,Vespertino,209_NT_GAM - SANTA MARÍA TICOMÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-090140,Mujer,21-25,IZTACALCO,Matutino,031_CO_IZT - PAQUITA CALVO ZAPATA,No,No,No,No,Sí,Aceptado (pendiente de validación)
